rank	word	occurrences	heuristic_group
71105	булмаган	1	lower_lexical_3plus
71106	булмагач	1	lower_lexical_3plus
71107	булмады	1	lower_lexical_3plus
71108	булмайды	1	lower_lexical_3plus
71109	булмаса	1	lower_lexical_3plus
71110	булмая	1	lower_lexical_3plus
71111	булмаясаҡт	1	lower_lexical_3plus
71112	булмаға	1	lower_lexical_3plus
71113	булмағын	1	lower_lexical_3plus
71114	булмағындыр	1	lower_lexical_3plus
71115	булмаҫы	1	lower_lexical_3plus
71116	булмәһе	1	lower_lexical_3plus
71117	булсаҡһың	1	lower_lexical_3plus
71118	булуым	1	lower_lexical_3plus
71119	булуын	1	lower_lexical_3plus
71120	булуың	1	lower_lexical_3plus
71121	булы-ғыҙ	1	lower_hyphenated
71122	булырылды	1	lower_lexical_3plus
71123	булырын-булмаҫын	1	lower_hyphenated
71124	булырыуға	1	lower_lexical_3plus
71125	булыстар	1	lower_lexical_3plus
71126	булыуа	1	lower_lexical_3plus
71127	булыулығын	1	lower_lexical_3plus
71128	булыуынды	1	lower_lexical_3plus
71129	булыуып	1	lower_lexical_3plus
71130	булышлаҡ	1	lower_lexical_3plus
71131	булышлыҡитә	1	lower_lexical_3plus
71132	булышмаҡ	1	lower_lexical_3plus
71133	булыға	1	lower_lexical_3plus
71134	булыған	1	lower_lexical_3plus
71135	булығыҙсәле	1	lower_lexical_3plus
71136	бульба	1	lower_lexical_3plus
71137	бульбус	1	lower_lexical_3plus
71138	бульвара	1	lower_lexical_3plus
71139	булѓан	1	lower_lexical_3plus
71140	булғалай	1	lower_lexical_3plus
71141	булғандын	1	lower_lexical_3plus
71142	булғандырмы-юҡмы	1	lower_hyphenated
71143	булғанлыгын	1	lower_lexical_3plus
71144	булғанғыҙ	1	lower_lexical_3plus
71145	булғастары	1	lower_lexical_3plus
71146	булғасығыҙ	1	lower_lexical_3plus
71147	булғасһың	1	lower_lexical_3plus
71148	булһаңыҙ	1	lower_lexical_3plus
71149	булһынға	1	lower_lexical_3plus
71150	булә	1	lower_lexical_3plus
71151	бумажку	1	lower_lexical_3plus
71152	бумпылдай	1	lower_lexical_3plus
71153	бунба	1	lower_lexical_3plus
71154	бундсылар	1	lower_lexical_3plus
71155	бунта	1	lower_lexical_3plus
71156	бунтарлыҡ	1	lower_lexical_3plus
71157	бунтарлыҡтары	1	lower_lexical_3plus
71158	бунтарлыҡты	1	lower_lexical_3plus
71159	бунтах	1	lower_lexical_3plus
71160	бунте	1	lower_lexical_3plus
71161	бунтовать	1	lower_lexical_3plus
71162	бунтовщиктар	1	lower_lexical_3plus
71163	бунтовщиктарға	1	lower_lexical_3plus
71164	бунтсылар	1	lower_lexical_3plus
71165	бунтующих	1	lower_lexical_3plus
71166	бунчүктар	1	lower_lexical_3plus
71167	буратино	1	lower_lexical_3plus
71168	бураулап	1	lower_lexical_3plus
71169	бургер	1	lower_lexical_3plus
71170	бургеры	1	lower_lexical_3plus
71171	бургская	1	lower_lexical_3plus
71172	бургта	1	lower_lexical_3plus
71173	бурджан	1	lower_lexical_3plus
71174	бурей	1	lower_lexical_3plus
71175	бурение	1	lower_lexical_3plus
71176	буржуазно-демократическими	1	lower_hyphenated
71177	буржуя	1	lower_lexical_3plus
71178	бури	1	lower_lexical_3plus
71179	буркеншик	1	lower_lexical_3plus
71180	бурлаҡлыҡта	1	lower_lexical_3plus
71181	бурлеск	1	lower_lexical_3plus
71182	бурлескты	1	lower_lexical_3plus
71183	бурнусты	1	lower_lexical_3plus
71184	бурные	1	lower_lexical_3plus
71185	буровик	1	lower_lexical_3plus
71186	буровик-тар	1	lower_hyphenated
71187	буровиктар	1	lower_lexical_3plus
71188	буровиктарға	1	lower_lexical_3plus
71189	бурробот	1	lower_lexical_3plus
71190	бурса-пасторис	1	lower_hyphenated
71191	бурсит	1	lower_lexical_3plus
71192	бурситынан	1	lower_lexical_3plus
71193	бурслыбыҙ	1	lower_lexical_3plus
71194	бурсын	1	lower_lexical_3plus
71195	буртастарҙы	1	lower_lexical_3plus
71196	буртая	1	lower_lexical_3plus
71197	бурцев	1	lower_lexical_3plus
71198	буръяҡлаттың	1	lower_lexical_3plus
71199	буръяҡлығы	1	lower_lexical_3plus
71200	бурые	1	lower_lexical_3plus
71201	бурыслылығы	1	lower_lexical_3plus
71202	бурыҫлаҡ	1	lower_lexical_3plus
71203	бурэттәр	1	lower_lexical_3plus
71204	бурю	1	lower_lexical_3plus
71205	бурҙатланып	1	lower_lexical_3plus
71206	бутавщик	1	lower_lexical_3plus
71207	бутадиен-метилстирол	1	lower_hyphenated
71208	бутадиен-нитрил	1	lower_hyphenated
71209	бутадиендан	1	lower_lexical_3plus
71210	бутадиенметилстирол	1	lower_lexical_3plus
71211	бутадиенстирол	1	lower_lexical_3plus
71212	бутайһығыҙҙыр	1	lower_lexical_3plus
71213	бутала-бүтала	1	lower_hyphenated
71214	бутамыйсыңмы	1	lower_lexical_3plus
71215	бутан-бутиленлы	1	lower_hyphenated
71216	бутан-пентан	1	lower_hyphenated
71217	бутанлы	1	lower_lexical_3plus
71218	бутанолдар	1	lower_lexical_3plus
71219	бутанолды	1	lower_lexical_3plus
71220	бутанон	1	lower_lexical_3plus
71221	бутанға	1	lower_lexical_3plus
71222	бутағыста	1	lower_lexical_3plus
71223	бутағыстарҙы	1	lower_lexical_3plus
71224	бутен	1	lower_lexical_3plus
71225	бутендар	1	lower_lexical_3plus
71226	бутендарҙы	1	lower_lexical_3plus
71227	бутил-М	1	lower_hyphenated
71228	бутил-каучуктарҙың	1	lower_hyphenated
71229	бутил-көкөрт	1	lower_hyphenated
71230	бутиламин	1	lower_lexical_3plus
71231	бутилацетат	1	lower_lexical_3plus
71232	бутилен-бутадиен	1	lower_hyphenated
71233	бутилендарҙың	1	lower_lexical_3plus
71234	бутиленға	1	lower_lexical_3plus
71235	бутилкаптакс	1	lower_lexical_3plus
71236	бутилкаучукты	1	lower_lexical_3plus
71237	бутилтио	1	lower_lexical_3plus
71238	бутилхлорид	1	lower_lexical_3plus
71239	бутифос	1	lower_lexical_3plus
71240	бутка	1	lower_lexical_3plus
71241	буткаһы	1	lower_lexical_3plus
71242	бутнатабыҙ	1	lower_lexical_3plus
71243	буто-бетон	1	lower_hyphenated
71244	бутобетондан	1	lower_lexical_3plus
71245	бутоньеркаһын	1	lower_lexical_3plus
71246	бутто	1	lower_lexical_3plus
71247	бутылке	1	lower_lexical_3plus
71248	бутыҡ	1	lower_lexical_3plus
71249	буулдырыуҙы	1	lower_lexical_3plus
71250	буфеттән	1	lower_lexical_3plus
71251	буфетчик	1	lower_lexical_3plus
71252	буфетчиктың	1	lower_lexical_3plus
71253	буфотенин	1	lower_lexical_3plus
71254	буффаға	1	lower_lexical_3plus
71255	буффонадаһы	1	lower_lexical_3plus
71256	бух-бах	1	lower_hyphenated
71257	бухарского	1	lower_lexical_3plus
71258	бучкәләр	1	lower_lexical_3plus
71259	бушайтты	1	lower_lexical_3plus
71260	бушандыҡҡа	1	lower_lexical_3plus
71261	бушарыуын	1	lower_lexical_3plus
71262	бушарған	1	lower_lexical_3plus
71263	бушарғас	1	lower_lexical_3plus
71264	бушатаң	1	lower_lexical_3plus
71265	бушая	1	lower_lexical_3plus
71266	бушағайға	1	lower_lexical_3plus
71267	бушаңҡырау	1	lower_lexical_3plus
71268	бушаңҡырағас	1	lower_lexical_3plus
71269	бушләй	1	lower_lexical_3plus
71270	бушмендар	1	lower_lexical_3plus
71271	буштан-бәш	1	lower_hyphenated
71272	буштин-буш	1	lower_hyphenated
71273	буыгнса	1	lower_lexical_3plus
71274	буынды	1	lower_lexical_3plus
71275	буялышып	1	lower_lexical_3plus
71276	буям	1	lower_lexical_3plus
71277	буятыласаҡ	1	lower_lexical_3plus
71278	буятҡыстар	1	lower_lexical_3plus
71279	буятҡыстары	1	lower_lexical_3plus
71280	буяуыс	1	lower_lexical_3plus
71281	буяҙары	1	lower_lexical_3plus
71282	буғаты	1	lower_lexical_3plus
71283	буғрахан	1	lower_lexical_3plus
71284	буҙрат	1	lower_lexical_3plus
71285	буҫтар	1	lower_lexical_3plus
71286	буҫтаусыһы	1	lower_lexical_3plus
71287	бцулдырыла	1	lower_lexical_3plus
71288	бшлай	1	lower_lexical_3plus
71289	бшланыуы	1	lower_lexical_3plus
71290	бшлағас	1	lower_lexical_3plus
71291	бшлығы	1	lower_lexical_3plus
71292	бшҡорт	1	lower_lexical_3plus
71293	бы-ыл	1	lower_hyphenated
71294	бывало	1	lower_lexical_3plus
71295	быга	1	lower_lexical_3plus
71296	быдай	1	lower_lexical_3plus
71297	быдауҡа	1	lower_lexical_3plus
71298	быдэс	1	lower_lexical_3plus
71299	быж	1	lower_lexical_3plus
71300	бызырлаҡ	1	lower_lexical_3plus
71301	бызырлығы	1	lower_lexical_3plus
71302	быйа	1	lower_lexical_3plus
71303	быйлы	1	lower_lexical_3plus
71304	быймай	1	lower_lexical_3plus
71305	быйуат	1	lower_lexical_3plus
71306	быйылдың	1	lower_lexical_3plus
71307	быларҙыҡын	1	lower_lexical_3plus
71308	былау-брейк	1	lower_hyphenated
71309	былағайлыҡҡа	1	lower_lexical_3plus
71310	былдырлығы	1	lower_lexical_3plus
71311	былиналарына	1	lower_lexical_3plus
71312	былиналарының	1	lower_lexical_3plus
71313	былиналарҙан	1	lower_lexical_3plus
71314	былиналарҙы	1	lower_lexical_3plus
71315	былиналарҙың	1	lower_lexical_3plus
71316	былмауҙан	1	lower_lexical_3plus
71317	былого	1	lower_lexical_3plus
71318	былсыратып	1	lower_lexical_3plus
71319	былтланы	1	lower_lexical_3plus
71320	былтылдай	1	lower_lexical_3plus
71321	былыуы	1	lower_lexical_3plus
71322	бын	1	lower_lexical_3plus
71323	бынауһы	1	lower_lexical_3plus
71324	бынд-а-а	1	lower_hyphenated
71325	бындалар	1	lower_lexical_3plus
71326	бындамын	1	lower_lexical_3plus
71327	бындауҡыйҙар	1	lower_lexical_3plus
71328	бындафранцуз	1	lower_lexical_3plus
71329	бындағын	1	lower_lexical_3plus
71330	бындағына	1	lower_lexical_3plus
71331	бындаһың	1	lower_lexical_3plus
71332	бындаһыңмы	1	lower_lexical_3plus
71333	бындый	1	lower_lexical_3plus
71334	бынлыҡ	1	lower_lexical_3plus
71335	бынын	1	lower_lexical_3plus
71336	бынынһан	1	lower_lexical_3plus
71337	быныһыныҡы	1	lower_lexical_3plus
71338	быра-мат	1	lower_hyphenated
71339	бырауай	1	lower_lexical_3plus
71340	бырауайы	1	lower_lexical_3plus
71341	быраулаусан	1	lower_lexical_3plus
71342	бырач	1	lower_lexical_3plus
71343	бырағытты	1	lower_lexical_3plus
71344	бырсаҡтар	1	lower_lexical_3plus
71345	бырхытыуын	1	lower_lexical_3plus
71346	бырышында	1	lower_lexical_3plus
71347	бырғатырға	1	lower_lexical_3plus
71348	бысраттырмаҫ	1	lower_lexical_3plus
71349	бысраттыртма	1	lower_lexical_3plus
71350	бысратҡаҙанғаныстарҙы	1	lower_lexical_3plus
71351	бысратҡыс	1	lower_lexical_3plus
71352	бысратҡыстарын	1	lower_lexical_3plus
71353	бысратҡыстарына	1	lower_lexical_3plus
71354	бысратҡыстарҙан	1	lower_lexical_3plus
71355	бысратҡыстарҙың	1	lower_lexical_3plus
71356	бысратҡысты	1	lower_lexical_3plus
71357	бысраҡ-һаҫрағын	1	lower_hyphenated
71358	бысрныуының	1	lower_lexical_3plus
71359	быстратмағыҙ	1	lower_lexical_3plus
71360	быстрая	1	lower_lexical_3plus
71361	быстрому	1	lower_lexical_3plus
71362	быстырлай	1	lower_lexical_3plus
71363	быстырҙап	1	lower_lexical_3plus
71364	быстырҙатып	1	lower_lexical_3plus
71365	бысыранған	1	lower_lexical_3plus
71366	быте	1	lower_lexical_3plus
71367	бытовка	1	lower_lexical_3plus
71368	бытовуха	1	lower_lexical_3plus
71369	бытовые	1	lower_lexical_3plus
71370	бытылдығы	1	lower_lexical_3plus
71371	бытырлығы	1	lower_lexical_3plus
71372	бытырҙаны	1	lower_lexical_3plus
71373	бытырҙауынан	1	lower_lexical_3plus
71374	бытҡыша	1	lower_lexical_3plus
71375	бытҡыштылар	1	lower_lexical_3plus
71376	быуайынымы	1	lower_lexical_3plus
71377	быуайынына	1	lower_lexical_3plus
71378	быуайыныңдыҡы	1	lower_lexical_3plus
71379	быуайыныңдың	1	lower_lexical_3plus
71380	быуатт	1	lower_lexical_3plus
71381	быуаттарзағыса	1	lower_lexical_3plus
71382	быуаттын	1	lower_lexical_3plus
71383	быуаярғанаты	1	lower_lexical_3plus
71384	быуаҙлылыҡ	1	lower_lexical_3plus
71385	быуаһыныҡылай	1	lower_lexical_3plus
71386	быуландырғыстар	1	lower_lexical_3plus
71387	быулыҡтырҙы	1	lower_lexical_3plus
71388	быуылдырғыс	1	lower_lexical_3plus
71389	быуынаяҡлылар	1	lower_lexical_3plus
71390	быуындын	1	lower_lexical_3plus
71391	быуынтыгын	1	lower_lexical_3plus
71392	быуынтығаяҡ-лы	1	lower_hyphenated
71393	быуынтығаяҡлыны	1	lower_lexical_3plus
71394	быуынтың	1	lower_lexical_3plus
71395	быуыттың	1	lower_lexical_3plus
71396	быуышҡан	1	lower_lexical_3plus
71397	быфылдай	1	lower_lexical_3plus
71398	бышлыға	1	lower_lexical_3plus
71399	бышлыға-бышлыға	1	lower_hyphenated
71400	бышыл	1	lower_lexical_3plus
71401	бышҡылдарға	1	lower_lexical_3plus
71402	бышҡырғылап	1	lower_lexical_3plus
71403	быялалана	1	lower_lexical_3plus
71404	быялалатып	1	lower_lexical_3plus
71405	быяланған	1	lower_lexical_3plus
71406	быялы	1	lower_lexical_3plus
71407	бығаулылыҡ	1	lower_lexical_3plus
71408	быҙҙы	1	lower_lexical_3plus
71409	быңаң	1	lower_lexical_3plus
71410	быҫраҡ	1	lower_lexical_3plus
71411	бьеф	1	lower_lexical_3plus
71412	бьефты	1	lower_lexical_3plus
71413	бьефына	1	lower_lexical_3plus
71414	бьефҡа	1	lower_lexical_3plus
71415	бьуйынса	1	lower_lexical_3plus
71416	бььнда	1	lower_lexical_3plus
71417	бьюти-проекты	1	lower_hyphenated
71418	бьюти-шоуҙарының	1	lower_hyphenated
71419	бьётся	1	lower_lexical_3plus
71420	бэби	1	lower_lexical_3plus
71421	бэбэй	1	lower_lexical_3plus
71422	бэк-офисын	1	lower_hyphenated
71423	бэн	1	lower_lexical_3plus
71424	бэнд-лидер	1	lower_hyphenated
71425	бэнды	1	lower_lexical_3plus
71426	бэнэ	1	lower_lexical_3plus
71427	бюддеттарынан	1	lower_lexical_3plus
71428	бюдже	1	lower_lexical_3plus
71429	бюджета	1	lower_lexical_3plus
71430	бюджетан	1	lower_lexical_3plus
71431	бюджетанан	1	lower_lexical_3plus
71432	бюджетка	1	lower_lexical_3plus
71433	бюджеттты	1	lower_lexical_3plus
71434	бюджтеттан	1	lower_lexical_3plus
